abs_val,cagr_val,date_range,start_date,end_date
5.93,5.93,Mar-06 - Feb-07,2006-03-01,2007-02-28
1.3,1.3,Apr-06 - Mar-07,2006-04-01,2007-03-31
5.08,5.08,May-06 - Apr-07,2006-05-01,2007-04-30
24.06,24.06,Jun-06 - May-07,2006-06-01,2007-05-31
27.04,27.04,Jul-06 - Jun-07,2006-07-01,2007-06-30
33.82,33.82,Aug-06 - Jul-07,2006-08-01,2007-07-31
21.04,21.04,Sep-06 - Aug-07,2006-09-01,2007-08-31
26.27,26.27,Oct-06 - Sep-07,2006-10-01,2007-09-30
37.86,37.86,Nov-06 - Oct-07,2006-11-01,2007-10-31
33.16,33.16,Dec-06 - Nov-07,2006-12-01,2007-11-30
42.78,42.78,Jan-07 - Dec-07,2007-01-01,2007-12-31
17.4,17.4,Feb-07 - Jan-08,2007-02-01,2008-01-31
29.2,29.2,Mar-07 - Feb-08,2007-03-01,2008-02-29
13.12,13.12,Apr-07 - Mar-08,2007-04-01,2008-03-31
13.46,13.46,May-07 - Apr-08,2007-05-01,2008-04-30
2.05,2.05,Jun-07 - May-08,2007-06-01,2008-05-31
-15.45,-15.45,Jul-07 - Jun-08,2007-07-01,2008-06-30
-15.15,-15.15,Aug-07 - Jul-08,2007-08-01,2008-07-31
-12.28,-12.28,Sep-07 - Aug-08,2007-09-01,2008-08-31
-30.31,-30.31,Oct-07 - Sep-08,2007-10-01,2008-09-30
-50.96,-50.96,Nov-07 - Oct-08,2007-11-01,2008-10-31
-55.07,-55.07,Dec-07 - Nov-08,2007-12-01,2008-11-30
-55.02,-55.02,Jan-08 - Dec-08,2008-01-01,2008-12-31
-47.27,-47.27,Feb-08 - Jan-09,2008-02-01,2009-01-31
-49.53,-49.53,Mar-08 - Feb-09,2008-02-29,2009-02-28
-37.96,-37.96,Apr-08 - Mar-09,2008-04-01,2009-03-31
-33.54,-33.54,May-08 - Apr-09,2008-05-01,2009-04-30
-5.64,-5.64,Jun-08 - May-09,2008-06-01,2009-05-31
12.73,12.73,Jul-08 - Jun-09,2008-07-01,2009-06-30
16.0,16.0,Aug-08 - Jul-09,2008-08-01,2009-07-31
15.45,15.45,Sep-08 - Aug-09,2008-09-01,2009-08-31
41.43,41.43,Oct-08 - Sep-09,2008-10-01,2009-09-30
66.71,66.71,Nov-08 - Oct-09,2008-11-01,2009-10-31
93.86,93.86,Dec-08 - Nov-09,2008-12-01,2009-11-30
87.9,87.9,Jan-09 - Dec-09,2009-01-01,2009-12-31
83.77,83.77,Feb-09 - Jan-10,2009-02-01,2010-01-31
90.99,90.99,Mar-09 - Feb-10,2009-03-01,2010-02-28
84.31,84.31,Apr-09 - Mar-10,2009-04-01,2010-03-31
63.04,63.04,May-09 - Apr-10,2009-05-01,2010-04-30
16.89,16.89,Jun-09 - May-10,2009-06-01,2010-05-31
23.45,23.45,Jul-09 - Jun-10,2009-07-01,2010-06-30
14.83,14.83,Aug-09 - Jul-10,2009-08-01,2010-07-31
14.57,14.57,Sep-09 - Aug-10,2009-09-01,2010-08-31
15.7,15.7,Oct-09 - Sep-10,2009-10-01,2010-09-30
25.29,25.29,Nov-09 - Oct-10,2009-11-01,2010-10-31
13.85,13.85,Dec-09 - Nov-10,2009-12-01,2010-11-30
11.89,11.89,Jan-10 - Dec-10,2010-01-01,2010-12-31
4.45,4.45,Feb-10 - Jan-11,2010-02-01,2011-01-31
0.15,0.15,Mar-10 - Feb-11,2010-03-01,2011-02-28
3.26,3.26,Apr-10 - Mar-11,2010-04-01,2011-03-31
2.6,2.6,May-10 - Apr-11,2010-05-01,2011-04-30
4.16,4.16,Jun-10 - May-11,2010-06-01,2011-05-31
0.14,0.14,Jul-10 - Jun-11,2010-07-01,2011-06-30
-1.74,-1.74,Aug-10 - Jul-11,2010-08-01,2011-07-31
-10.38,-10.38,Sep-10 - Aug-11,2010-09-01,2011-08-31
-19.38,-19.38,Oct-10 - Sep-11,2010-10-01,2011-09-30
-16.0,-16.0,Nov-10 - Oct-11,2010-11-01,2011-10-31
-18.9,-18.9,Dec-10 - Nov-11,2010-12-01,2011-11-30
-24.23,-24.23,Jan-11 - Dec-11,2011-01-01,2011-12-31
-5.83,-5.83,Feb-11 - Jan-12,2011-02-01,2012-01-31
3.37,3.37,Mar-11 - Feb-12,2011-03-01,2012-02-29
-5.36,-5.36,Apr-11 - Mar-12,2011-04-01,2012-03-31
-5.68,-5.68,May-11 - Apr-12,2011-05-01,2012-04-30
-7.5,-7.5,Jun-11 - May-12,2011-06-01,2012-05-31
-2.79,-2.79,Jul-11 - Jun-12,2011-07-01,2012-06-30
0.07,0.07,Aug-11 - Jul-12,2011-08-01,2012-07-31
11.12,11.12,Sep-11 - Aug-12,2011-09-01,2012-08-31
21.06,21.06,Oct-11 - Sep-12,2011-10-01,2012-09-30
15.55,15.55,Nov-11 - Oct-12,2011-11-01,2012-10-31
30.41,30.41,Dec-11 - Nov-12,2011-12-01,2012-11-30
38.23,38.23,Jan-12 - Dec-12,2012-01-01,2012-12-31
27.32,27.32,Feb-12 - Jan-13,2012-02-01,2013-01-31
17.0,17.0,Mar-12 - Feb-13,2012-02-29,2013-02-28
17.19,17.19,Apr-12 - Mar-13,2012-04-01,2013-03-31
21.31,21.31,May-12 - Apr-13,2012-05-01,2013-04-30
27.19,27.19,Jun-12 - May-13,2012-06-01,2013-05-31
16.4,16.4,Jul-12 - Jun-13,2012-07-01,2013-06-30
11.68,11.68,Aug-12 - Jul-13,2012-08-01,2013-07-31
3.69,3.69,Sep-12 - Aug-13,2012-09-01,2013-08-31
3.22,3.22,Oct-12 - Sep-13,2012-10-01,2013-09-30
12.58,12.58,Nov-12 - Oct-13,2012-11-01,2013-10-31
5.95,5.95,Dec-12 - Nov-13,2012-12-01,2013-11-30
7.58,7.58,Jan-13 - Dec-13,2013-01-01,2013-12-31
4.0,4.0,Feb-13 - Jan-14,2013-02-01,2014-01-31
12.04,12.04,Mar-13 - Feb-14,2013-03-01,2014-02-28
18.49,18.49,Apr-13 - Mar-14,2013-04-01,2014-03-31
14.71,14.71,May-13 - Apr-14,2013-05-01,2014-04-30
24.65,24.65,Jun-13 - May-14,2013-06-01,2014-05-31
38.67,38.67,Jul-13 - Jun-14,2013-07-01,2014-06-30
45.37,45.37,Aug-13 - Jul-14,2013-08-01,2014-07-31
59.76,59.76,Sep-13 - Aug-14,2013-09-01,2014-08-31
54.61,54.61,Oct-13 - Sep-14,2013-10-01,2014-09-30
46.59,46.59,Nov-13 - Oct-14,2013-11-01,2014-10-31
53.32,53.32,Dec-13 - Nov-14,2013-12-01,2014-11-30
47.86,47.86,Jan-14 - Dec-14,2014-01-01,2014-12-31
59.5,59.5,Feb-14 - Jan-15,2014-02-01,2015-01-31
56.56,56.56,Mar-14 - Feb-15,2014-03-01,2015-02-28
48.3,48.3,Apr-14 - Mar-15,2014-04-01,2015-03-31
43.62,43.62,May-14 - Apr-15,2014-05-01,2015-04-30
35.19,35.19,Jun-14 - May-15,2014-06-01,2015-05-31
26.39,26.39,Jul-14 - Jun-15,2014-07-01,2015-06-30
27.84,27.84,Aug-14 - Jul-15,2014-08-01,2015-07-31
15.81,15.81,Sep-14 - Aug-15,2014-09-01,2015-08-31
12.52,12.52,Oct-14 - Sep-15,2014-10-01,2015-09-30
10.27,10.27,Nov-14 - Oct-15,2014-11-01,2015-10-31
6.37,6.37,Dec-14 - Nov-15,2014-12-01,2015-11-30
7.99,7.99,Jan-15 - Dec-15,2015-01-01,2015-12-31
-2.0,-2.0,Feb-15 - Jan-16,2015-02-01,2016-01-31
-10.7,-10.7,Mar-15 - Feb-16,2015-03-01,2016-02-29
-1.6,-1.6,Apr-15 - Mar-16,2015-04-01,2016-03-31
3.43,3.43,May-15 - Apr-16,2015-05-01,2016-04-30
5.11,5.11,Jun-15 - May-16,2015-06-01,2016-05-31
6.04,6.04,Jul-15 - Jun-16,2015-07-01,2016-06-30
8.24,8.24,Aug-15 - Jul-16,2015-08-01,2016-07-31
16.15,16.15,Sep-15 - Aug-16,2015-09-01,2016-08-31
15.75,15.75,Oct-15 - Sep-16,2015-10-01,2016-09-30
14.62,14.62,Nov-15 - Oct-16,2015-11-01,2016-10-31
7.89,7.89,Dec-15 - Nov-16,2015-12-01,2016-11-30
4.83,4.83,Jan-16 - Dec-16,2016-01-01,2016-12-31
13.87,13.87,Feb-16 - Jan-17,2016-02-01,2017-01-31
27.67,27.67,Mar-16 - Feb-17,2016-02-29,2017-02-28
20.24,20.24,Apr-16 - Mar-17,2016-04-01,2017-03-31
20.86,20.86,May-16 - Apr-17,2016-05-01,2017-04-30
17.87,17.87,Jun-16 - May-17,2016-06-01,2017-05-31
15.82,15.82,Jul-16 - Jun-17,2016-07-01,2017-06-30
15.23,15.23,Aug-16 - Jul-17,2016-08-01,2017-07-31
13.21,13.21,Sep-16 - Aug-17,2016-09-01,2017-08-31
11.57,11.57,Oct-16 - Sep-17,2016-10-01,2017-09-30
15.77,15.77,Nov-16 - Oct-17,2016-11-01,2017-10-31
23.85,23.85,Dec-16 - Nov-17,2016-12-01,2017-11-30
30.23,30.23,Jan-17 - Dec-17,2017-01-01,2017-12-31
25.63,25.63,Feb-17 - Jan-18,2017-02-01,2018-01-31
17.2,17.2,Mar-17 - Feb-18,2017-03-01,2018-02-28
10.87,10.87,Apr-17 - Mar-18,2017-04-01,2018-03-31
14.31,14.31,May-17 - Apr-18,2017-05-01,2018-04-30
9.85,9.85,Jun-17 - May-18,2017-06-01,2018-05-31
7.55,7.55,Jul-17 - Jun-18,2017-07-01,2018-06-30
7.1,7.1,Aug-17 - Jul-18,2017-08-01,2018-07-31
9.75,9.75,Sep-17 - Aug-18,2017-09-01,2018-08-31
2.25,2.25,Oct-17 - Sep-18,2017-10-01,2018-09-30
-5.24,-5.24,Nov-17 - Oct-18,2017-11-01,2018-10-31
-1.61,-1.61,Dec-17 - Nov-18,2017-12-01,2018-11-30
-4.11,-4.11,Jan-18 - Dec-18,2018-01-01,2018-12-31
-7.5,-7.5,Feb-18 - Jan-19,2018-02-01,2019-01-31
-4.34,-4.34,Mar-18 - Feb-19,2018-03-01,2019-02-28
5.34,5.34,Apr-18 - Mar-19,2018-04-01,2019-03-31
0.17,0.17,May-18 - Apr-19,2018-05-01,2019-04-30
5.94,5.94,Jun-18 - May-19,2018-06-01,2019-05-31
7.85,7.85,Jul-18 - Jun-19,2018-07-01,2019-06-30
-2.42,-2.42,Aug-18 - Jul-19,2018-08-01,2019-07-31
-5.69,-5.69,Sep-18 - Aug-19,2018-09-01,2019-08-31
8.97,8.97,Oct-18 - Sep-19,2018-10-01,2019-09-30
16.13,16.13,Nov-18 - Oct-19,2018-11-01,2019-10-31
11.32,11.32,Dec-18 - Nov-19,2018-12-01,2019-11-30
11.64,11.64,Jan-19 - Dec-19,2019-01-01,2019-12-31
14.82,14.82,Feb-19 - Jan-20,2019-02-01,2020-01-31
6.93,6.93,Mar-19 - Feb-20,2019-03-01,2020-02-29
-24.12,-24.12,Apr-19 - Mar-20,2019-04-01,2020-03-31
-13.93,-13.93,May-19 - Apr-20,2019-05-01,2020-04-30
-18.3,-18.3,Jun-19 - May-20,2019-06-01,2020-05-31
-12.47,-12.47,Jul-19 - Jun-20,2019-07-01,2020-06-30
-1.63,-1.63,Aug-19 - Jul-20,2019-08-01,2020-07-31
3.06,3.06,Sep-19 - Aug-20,2019-09-01,2020-08-31
-4.05,-4.05,Oct-19 - Sep-20,2019-10-01,2020-09-30
-4.17,-4.17,Nov-19 - Oct-20,2019-11-01,2020-10-31
9.11,9.11,Dec-19 - Nov-20,2019-12-01,2020-11-30
16.34,16.34,Jan-20 - Dec-20,2020-01-01,2020-12-31
13.69,13.69,Feb-20 - Jan-21,2020-02-01,2021-01-31
33.45,33.45,Mar-20 - Feb-21,2020-02-29,2021-02-28
74.08,74.08,Apr-20 - Mar-21,2020-04-01,2021-03-31
50.77,50.77,May-20 - Apr-21,2020-05-01,2021-04-30
63.01,63.01,Jun-20 - May-21,2020-06-01,2021-05-31
55.17,55.17,Jul-20 - Jun-21,2020-07-01,2021-06-30
49.3,49.3,Aug-20 - Jul-21,2020-08-01,2021-07-31
52.83,52.83,Sep-20 - Aug-21,2020-09-01,2021-08-31
60.71,60.71,Oct-20 - Sep-21,2020-10-01,2021-09-30
56.54,56.54,Nov-20 - Oct-21,2020-11-01,2021-10-31
32.65,32.65,Dec-20 - Nov-21,2020-12-01,2021-11-30
26.08,26.08,Jan-21 - Dec-21,2021-01-01,2021-12-31
27.42,27.42,Feb-21 - Jan-22,2021-02-01,2022-01-31
12.68,12.68,Mar-21 - Feb-22,2021-03-01,2022-02-28
16.13,16.13,Apr-21 - Mar-22,2021-04-01,2022-03-31
16.04,16.04,May-21 - Apr-22,2021-05-01,2022-04-30
6.58,6.58,Jun-21 - May-22,2021-06-01,2022-05-31
0.89,0.89,Jul-21 - Jun-22,2021-07-01,2022-06-30
7.35,7.35,Aug-21 - Jul-22,2021-08-01,2022-07-31
5.13,5.13,Sep-21 - Aug-22,2021-09-01,2022-08-31
-1.51,-1.51,Oct-21 - Sep-22,2021-10-01,2022-09-30
2.88,2.88,Nov-21 - Oct-22,2021-11-01,2022-10-31
9.59,9.59,Dec-21 - Nov-22,2021-12-01,2022-11-30
