abs_val,cagr_val,date_range,start_date,end_date
51.52,51.52,Nov-20 - Oct-21,2020-11-01,2021-10-31
33.58,33.58,Dec-20 - Nov-21,2020-12-01,2021-11-30
27.48,27.48,Jan-21 - Dec-21,2021-01-01,2021-12-31
29.31,29.31,Feb-21 - Jan-22,2021-02-01,2022-01-31
16.77,16.77,Mar-21 - Feb-22,2021-03-01,2022-02-28
19.55,19.55,Apr-21 - Mar-22,2021-04-01,2022-03-31
17.1,17.1,May-21 - Apr-22,2021-05-01,2022-04-30
6.94,6.94,Jun-21 - May-22,2021-06-01,2022-05-31
0.23,0.23,Jul-21 - Jun-22,2021-07-01,2022-06-30
5.78,5.78,Aug-21 - Jul-22,2021-08-01,2022-07-31
1.75,1.75,Sep-21 - Aug-22,2021-09-01,2022-08-31
-2.45,-2.45,Oct-21 - Sep-22,2021-10-01,2022-09-30
2.53,2.53,Nov-21 - Oct-22,2021-11-01,2022-10-31
9.72,9.72,Dec-21 - Nov-22,2021-12-01,2022-11-30
4.05,4.05,Jan-22 - Dec-22,2022-01-01,2022-12-31
1.47,1.47,Feb-22 - Jan-23,2022-02-01,2023-01-31
3.01,3.01,Mar-22 - Feb-23,2022-03-01,2023-02-28
-0.33,-0.33,Apr-22 - Mar-23,2022-04-01,2023-03-31
5.61,5.61,May-22 - Apr-23,2022-05-01,2023-04-30
11.8,11.8,Jun-22 - May-23,2022-06-01,2023-05-31
21.88,21.88,Jul-22 - Jun-23,2022-07-01,2023-06-30
17.07,17.07,Aug-22 - Jul-23,2022-08-01,2023-07-31
10.94,10.94,Sep-22 - Aug-23,2022-09-01,2023-08-31
16.36,16.36,Oct-22 - Sep-23,2022-10-01,2023-09-30
7.12,7.12,Nov-22 - Oct-23,2022-11-01,2023-10-31
9.27,9.27,Dec-22 - Nov-23,2022-12-01,2023-11-30
21.15,21.15,Jan-23 - Dec-23,2023-01-01,2023-12-31
25.05,25.05,Feb-23 - Jan-24,2023-02-01,2024-01-31
30.54,30.54,Mar-23 - Feb-24,2023-03-01,2024-02-29
32.91,32.91,Apr-23 - Mar-24,2023-04-01,2024-03-31
29.7,29.7,May-23 - Apr-24,2023-05-01,2024-04-30
25.01,25.01,Jun-23 - May-24,2023-06-01,2024-05-31
27.09,27.09,Jul-23 - Jun-24,2023-07-01,2024-06-30
27.2,27.2,Aug-23 - Jul-24,2023-08-01,2024-07-31
31.6,31.6,Sep-23 - Aug-24,2023-09-01,2024-08-31
31.21,31.21,Oct-23 - Sep-24,2023-10-01,2024-09-30
26.93,26.93,Nov-23 - Oct-24,2023-11-01,2024-10-31
20.23,20.23,Dec-23 - Nov-24,2023-12-01,2024-11-30
11.02,11.02,Jan-24 - Dec-24,2024-01-01,2024-12-31
8.19,8.19,Feb-24 - Jan-25,2024-02-01,2025-01-31
-0.16,-0.16,Mar-24 - Feb-25,2024-02-29,2025-02-28
3.21,3.21,Apr-24 - Mar-25,2024-04-01,2025-03-31
5.31,5.31,May-24 - Apr-25,2024-05-01,2025-04-30
7.21,7.21,Jun-24 - May-25,2024-06-01,2025-05-31
3.83,3.83,Jul-24 - Jun-25,2024-07-01,2025-06-30
-1.83,-1.83,Aug-24 - Jul-25,2024-08-01,2025-07-31
-5.29,-5.29,Sep-24 - Aug-25,2024-09-01,2025-08-31
-6.68,-6.68,Oct-24 - Sep-25,2024-10-01,2025-09-30
2.6,2.6,Nov-24 - Oct-25,2024-11-01,2025-10-31
4.33,4.33,Dec-24 - Nov-25,2024-12-01,2025-11-30
5.24,5.24,Jan-25 - Dec-25,2025-01-01,2025-12-31
5.21,5.21,Feb-25 - Jan-26,2025-02-01,2026-01-31
11.13,11.13,Mar-25 - Feb-26,2025-03-01,2026-02-28
-5.45,-5.45,Apr-25 - Mar-26,2025-04-01,2026-03-31
-2.34,-2.34,May-25 - Apr-26,2025-05-01,2026-04-30
-4.67,-4.67,Jun-25 - May-26,2025-06-01,2026-05-31
-4.26,-4.26,Jul-25 - Jun-26,2025-07-01,2026-06-30
-0.47,-0.47,Aug-25 - Jul-26,2025-08-01,2026-07-31
1.37,1.37,Sep-25 - Aug-26,2025-09-01,2026-08-31
